icao24,callsign,dep_airport,arr_airport,firstseen,lastseen,day,event_ts,flight_duration_sec,dep_horiz_m,dep_vert_m,arr_horiz_m,arr_vert_m,dep_cand,arr_cand
004da4,AFR3356,EDDM,LIRF,1699797503,1699805722,1699743600,2023-11-12 14:58:23,8219,3126,1872,9814,6628,1,3
004e37,QFA5303,LEMD,EDDM,1673949692,1673985757,1673910000,2023-01-17 11:01:32,36065,3895,3889,36338,3731,1,5
004ed5,EZY9571,EHAM,ESSA,1697157218,1697195534,1697151600,2023-10-13 02:33:38,38316,3,695,8045,3787,1,4
004f85,QTR5336,KATL,EKCH,1699791506,1699824699,1699743600,2023-11-12 13:18:26,33193,44097,5730,38430,40,1,4
005119,RYR9521,EHAM,LPPT,1678922078,1678947060,1678921200,2023-03-16 00:14:38,24982,22853,1234,30980,8119,4,4
005185,DLH4590,EDDM,OMDB,1672643717,1672678819,1672614000,2023-01-02 08:15:17,35102,40790,4746,49932,6018,1,4
0053dc,EZY3904,KJFK,EKCH,1681797134,1681847805,1681772400,2023-04-18 07:52:14,50671,13762,6721,22620,5308,4,5
00563d,SWA9246,ESSA,KJFK,1676212106,1676217828,1676156400,2023-02-12 15:28:26,5722,23288,7239,46171,8625,5,3
005763,AAL593,RJTT,LPPT,1692713198,1692739503,1692658800,2023-08-22 16:06:38,26305,30033,6294,42547,2276,4,4
005a01,UAL8895,EHAM,LFPG,1675309940,1675315349,1675292400,2023-02-02 04:52:20,5409,15082,417,1742,6071,1,3
005b6a,AAL2420,LHBP,OMDB,1702823159,1702843391,1702767600,2023-12-17 15:25:59,20232,11605,5565,5142,1220,4,3
005e5e,BAW2609,LKPR,LEMD,1697723225,1697744230,1697670000,2023-10-19 15:47:05,21005,12896,4501,26933,6685,2,3
005f55,SWA3700,EDDF,LKPR,1699111244,1699138357,1699052400,2023-11-04 16:20:44,27113,38672,2961,11433,9857,2,3
00603a,DAL3365,KORD,ESSA,1677627692,1677641224,1677625200,2023-03-01 00:41:32,13532,37437,5199,14236,9245,1,4
00617b,QFA9411,ESSA,LKPR,1702799009,1702818448,1702767600,2023-12-17 08:43:29,19439,24283,2410,33784,5721,4,5
0061b1,UAE2125,KLAX,LHBP,1695269363,1695280048,1695250800,2023-09-21 06:09:23,10685,2081,2236,38356,5610,2,4
00638b,DLH7986,ENGM,RJTT,1700394368,1700402240,1700348400,2023-11-19 12:46:08,7872,22682,307,32866,6456,2,1
00640f,DAL8196,KORD,VHHH,1695489017,1695507688,1695423600,2023-09-23 19:10:17,18671,683,5588,32450,2477,5,3
00641c,BAW1244,EDDF,OMDB,1693888970,1693922783,1693868400,2023-09-05 06:42:50,33813,12769,1825,49788,8487,2,1
006540,UAE7740,KDFW,EDDM,1676115719,1676160233,1676070000,2023-02-11 12:41:59,44514,2602,9963,21972,5655,3,4
006726,BAW1774,LFPO,OMDB,1681086182,1681101381,1681081200,2023-04-10 02:23:02,15199,25737,100,6380,9221,4,4
0067c7,SWA9286,ESSA,LSZH,1695687977,1695694473,1695682800,2023-09-26 02:26:17,6496,40901,4402,20885,2413,5,5
0068e6,RYR9792,EFHK,KORD,1693845638,1693876982,1693782000,2023-09-04 18:40:38,31344,49891,5696,36214,2091,1,2
006978,UAL4975,EGKK,LPPT,1681914740,1681935985,1681858800,2023-04-19 16:32:20,21245,48900,3106,38965,9939,1,2
006a7c,UAL2169,EGKK,VHHH,1692896030,1692911170,1692831600,2023-08-24 18:53:50,15140,14779,1771,10179,683,1,4
006c98,RYR4420,RJTT,LFPO,1678791764,1678823629,1678748400,2023-03-14 12:02:44,31865,22060,7133,25181,2690,5,4
006d98,AAL3939,EGLL,LFPO,1685263862,1685272551,1685228400,2023-05-28 10:51:02,8689,19852,8157,24289,2402,4,4
006e13,QTR7458,LHBP,OTHH,1704023906,1704029455,1703977200,2023-12-31 12:58:26,5549,39254,3968,11432,6325,4,4
006e7c,AAL6307,KJFK,EFHK,1695199928,1695252513,1695164400,2023-09-20 10:52:08,52585,42835,9769,19989,6083,3,2
006f29,QTR5998,KORD,LFPG,1688401847,1688444427,1688338800,2023-07-03 18:30:47,42580,23158,482,39051,90,4,3
007063,QFA8694,EFHK,KORD,1674303326,1674345006,1674255600,2023-01-21 13:15:26,41680,45291,1937,34414,2354,4,1
007338,AFR9978,LPPT,KLAX,1703851511,1703888239,1703804400,2023-12-29 13:05:11,36728,14659,2322,47389,5496,2,4
007446,DAL788,EHAM,KORD,1674709637,1674726970,1674687600,2023-01-26 06:07:17,17333,29723,6536,25863,8245,4,2
0075e1,DAL7981,LOWW,LIRF,1703652671,1703674875,1703631600,2023-12-27 05:51:11,22204,20141,5917,40330,3262,1,3
007b61,QTR2952,LPPT,KDFW,1700141378,1700157999,1700089200,2023-11-16 14:29:38,16621,49502,4884,45079,7455,2,3
007bcd,DAL8177,LFPG,EDDF,1696401125,1696449671,1696374000,2023-10-04 08:32:05,48546,38597,2205,33757,4737,5,1
007bd4,QFA7139,LPPT,LFPG,1676421551,1676432358,1676415600,2023-02-15 01:39:11,10807,21400,4710,1082,333,4,4
007d05,RYR8794,ESSA,KDEN,1681054922,1681099856,1680994800,2023-04-09 17:42:02,44934,7486,8764,31264,7047,1,3
007e02,ACA4844,YSSY,LKPR,1691078588,1691086164,1691017200,2023-08-03 18:03:08,7576,17753,7256,12865,1507,2,2
008478,QTR3544,OTHH,LEBL,1690652471,1690693303,1690585200,2023-07-29 19:41:11,40832,20372,1886,28066,7587,5,3
00848c,BAW4725,EGLL,EHAM,1693730072,1693770616,1693695600,2023-09-03 10:34:32,40544,19333,8235,25413,7337,5,3
008530,ACA6133,KDFW,ESSA,1697995445,1698037876,1697929200,2023-10-22 19:24:05,42431,12468,3963,37321,4525,2,5
0085bd,AFR9480,KJFK,LEMD,1696844729,1696862463,1696806000,2023-10-09 11:45:29,17734,14819,6015,30903,7673,4,4
0086bc,UAE3819,LOWW,EHAM,1681183688,1681217793,1681167600,2023-04-11 05:28:08,34105,17201,3321,13830,5961,3,4
0089b2,EZY8370,KLAX,EDDM,1682448029,1682498422,1682377200,2023-04-25 20:40:29,50393,14911,2351,44705,4013,2,2
008a42,DAL1786,EGLL,LIRF,1695063425,1695112631,1694991600,2023-09-18 20:57:05,49206,20956,4277,44430,6061,5,4
008c78,SWA5392,EHAM,LEMD,1699071389,1699101288,1699052400,2023-11-04 05:16:29,29899,28136,2291,15757,5719,1,5
008f6c,UAE5943,EKCH,KATL,1683609410,1683637045,1683586800,2023-05-09 07:16:50,27635,49959,1491,45870,205,3,5
008f6f,UAL2997,LEMD,LOWW,1679564366,1679567515,1679526000,2023-03-23 10:39:26,3149,26153,1871,28654,2795,3,5
0092da,UAL2791,EFHK,YSSY,1690601990,1690615828,1690585200,2023-07-29 05:39:50,13838,21018,3479,23067,5590,2,4
0095f5,UAL1995,EHAM,OMDB,1678855718,1678870497,1678834800,2023-03-15 05:48:38,14779,23041,8510,10090,378,3,5
009678,RYR3500,KDEN,LFPO,1696814879,1696820330,1696806000,2023-10-09 03:27:59,5451,12056,8263,34487,2321,3,4
00974d,SWA7186,KDEN,LOWW,1676869337,1676892614,1676847600,2023-02-20 06:02:17,23277,41969,1593,26971,4840,3,5
009864,EZY2237,WSSS,EGKK,1687536728,1687571622,1687474800,2023-06-23 18:12:08,34894,49184,9219,21351,7570,3,2
009acb,UAE3039,EFHK,RJTT,1674103109,1674144713,1674082800,2023-01-19 05:38:29,41604,13225,169,15846,7806,2,2
009c0f,DAL8004,LKPR,LEBL,1687458161,1687511270,1687388400,2023-06-22 20:22:41,53109,16633,9270,733,8410,4,3
009ec5,ACA1775,KLAX,VHHH,1700647358,1700649856,1700607600,2023-11-22 11:02:38,2498,31291,606,32630,7587,4,4
00a221,AFR6177,OMDB,ENGM,1688773736,1688795365,1688770800,2023-07-08 01:48:56,21629,41274,8682,22385,1936,5,3
00a229,UAE3897,LPPT,LKPR,1704014186,1704025574,1703977200,2023-12-31 10:16:26,11388,17272,4130,43711,4688,4,3
00a232,RYR5510,OTHH,EDDM,1696062479,1696075764,1696028400,2023-09-30 10:27:59,13285,31844,8478,1735,1125,5,3
00a52c,EZY5784,WSSS,LHBP,1680050351,1680080580,1680044400,2023-03-29 02:39:11,30229,24464,1023,42616,6218,3,1
00a651,ACA3816,LFPG,EKCH,1703593139,1703616863,1703545200,2023-12-26 13:18:59,23724,23809,4511,37360,7398,2,1
00a656,AFR7169,KJFK,KORD,1684306898,1684311030,1684278000,2023-05-17 09:01:38,4132,36321,8652,49381,5778,1,1
00a96c,BAW8122,EPWA,RJTT,1697731952,1697781385,1697670000,2023-10-19 18:12:32,49433,31508,8447,13354,4399,2,1
00ac03,RYR695,LEMD,RJTT,1676862341,1676868355,1676847600,2023-02-20 04:05:41,6014,25027,9954,34569,3962,3,4
00ada0,DLH3885,LIRF,VHHH,1678376234,1678399807,1678316400,2023-03-09 16:37:14,23573,18463,621,11672,3531,1,5
00af4b,RYR263,KLAX,KDFW,1685272898,1685287439,1685228400,2023-05-28 13:21:38,14541,20585,3991,12544,3172,2,1
00b264,QFA862,WSSS,LIRF,1690966571,1691015703,1690930800,2023-08-02 10:56:11,49132,49740,512,47010,5781,5,5
00b333,QFA3366,KDFW,KORD,1690973621,1691006060,1690930800,2023-08-02 12:53:41,32439,35508,4411,35110,6191,2,3
00b644,UAE862,ENGM,EGKK,1690798664,1690842853,1690758000,2023-07-31 12:17:44,44189,2337,4669,24510,7777,3,2
00b7dc,DAL7140,KLAX,EPWA,1683716891,1683769839,1683673200,2023-05-10 13:08:11,52948,28318,8008,37366,8570,5,5
00b83f,AFR7723,EGLL,OTHH,1694878619,1694893617,1694818800,2023-09-16 17:36:59,14998,561,37,40729,6744,2,5
00b92e,UAL5453,LEBL,EHAM,1683896525,1683926002,1683846000,2023-05-12 15:02:05,29477,7009,5466,29020,8816,5,1
00b973,DAL6551,LHBP,EHAM,1699025765,1699076343,1698966000,2023-11-03 16:36:05,50578,27216,4224,31082,3229,2,3
00ba0e,EZY9762,EGLL,LEMD,1699283441,1699309500,1699225200,2023-11-06 16:10:41,26059,25131,1048,16875,3384,3,3
00ba60,QFA9502,WSSS,KDFW,1689072773,1689087281,1689030000,2023-07-11 12:52:53,14508,14087,303,49052,8581,4,4
00bb48,ACA1401,OMDB,YSSY,1676768024,1676785028,1676761200,2023-02-19 01:53:44,17004,19413,6196,21847,5634,1,1
00beda,DLH8043,EGLL,ESSA,1687326743,1687368666,1687302000,2023-06-21 07:52:23,41923,37913,5050,43236,8598,2,4
00bfb8,DLH6366,KJFK,EFHK,1675574585,1675598026,1675551600,2023-02-05 06:23:05,23441,20609,9356,43688,8560,5,5
00c000,UAL1967,LSZH,LIRF,1701760997,1701769838,1701730800,2023-12-05 08:23:17,8841,44229,7829,33652,5190,3,5
00c0a0,DAL6804,EDDM,LPPT,1699928363,1699961016,1699916400,2023-11-14 03:19:23,32653,18685,915,23215,4400,3,3
00c0e8,AFR2886,EKCH,LFPG,1674033968,1674077071,1673996400,2023-01-18 10:26:08,43103,19170,2667,47083,7179,1,2
00c303,RYR3833,RJTT,KLAX,1678674002,1678714359,1678662000,2023-03-13 03:20:02,40357,26921,6960,13408,3444,4,4
00c388,ACA1568,LFPO,LKPR,1686641360,1686667862,1686610800,2023-06-13 09:29:20,26502,11117,6297,5205,2194,3,2
00c420,AFR237,ENGM,OMDB,1681736537,1681746861,1681686000,2023-04-17 15:02:17,10324,8595,981,3743,2871,3,1
00c68b,SIA1151,EDDF,OTHH,1685845619,1685852516,1685833200,2023-06-04 04:26:59,6897,33356,1848,33367,6103,1,1
00c707,UAL3016,LFPO,WSSS,1691260106,1691267434,1691190000,2023-08-05 20:28:26,7328,18764,3362,14738,259,5,3
00c872,AAL4427,KLAX,KDEN,1687361117,1687374533,1687302000,2023-06-21 17:25:17,13416,48927,3345,24312,3814,1,3
00c8fc,EZY6372,KATL,EFHK,1674903236,1674919691,1674860400,2023-01-28 11:53:56,16455,41154,3269,26827,2367,1,3
00ca8d,BAW2729,KATL,OTHH,1694873909,1694910591,1694818800,2023-09-16 16:18:29,36682,40602,1118,41466,2895,2,5
00cbbd,SWA2719,ENGM,LFPO,1674440390,1674466660,1674428400,2023-01-23 03:19:50,26270,30721,8147,25973,3600,3,1
00cc8a,BAW2039,LEMD,LOWW,1688355539,1688390771,1688338800,2023-07-03 05:38:59,35232,23767,9951,10594,4473,1,5
00ccdd,DAL6061,KLAX,OMDB,1698243179,1698292824,1698188400,2023-10-25 16:12:59,49645,27043,6989,33617,1200,4,4
00cf8e,EZY5899,LFPO,LFPG,1698509888,1698540112,1698447600,2023-10-28 18:18:08,30224,41137,4825,15786,5505,4,3
00d21d,RYR5374,ESSA,OMDB,1686826595,1686844849,1686783600,2023-06-15 12:56:35,18254,38922,287,13163,3245,1,4
00d2a2,QTR9261,KDFW,LSZH,1693663529,1693672066,1693609200,2023-09-02 16:05:29,8537,26716,2536,43633,3779,3,2
00d3a3,SIA7504,KORD,EPWA,1673624843,1673658791,1673564400,2023-01-13 16:47:23,33948,28728,2355,17213,932,5,4
00d497,ACA7342,LPPT,VHHH,1696484180,1696497544,1696460400,2023-10-05 07:36:20,13364,30562,7552,21503,5963,4,5
00d790,AAL1123,ENGM,RJTT,1683685313,1683700700,1683673200,2023-05-10 04:21:53,15387,27700,3413,31060,3889,4,4
00d8c9,EZY3330,LFPG,EPWA,1681977347,1681994973,1681945200,2023-04-20 09:55:47,17626,42710,9871,32373,3839,5,5
00da24,SIA8329,LHBP,EKCH,1703331728,1703372579,1703286000,2023-12-23 12:42:08,40851,25512,1984,26445,1643,4,5
00db3a,EZY6669,EGKK,LEMD,1675442441,1675454171,1675378800,2023-02-03 17:40:41,11730,43522,5406,6424,359,5,2
00db3c,DLH1674,EKCH,OTHH,1702979765,1703031072,1702940400,2023-12-19 10:56:05,51307,44053,3231,23489,6751,5,2
00de3d,SWA6943,OTHH,LEBL,1685966498,1685968603,1685919600,2023-06-05 14:01:38,2105,48398,3674,45593,3351,2,4
00df20,AFR2545,EKCH,KDEN,1700074403,1700123981,1700002800,2023-11-15 19:53:23,49578,28992,5688,22292,5001,2,5
00dfc8,ACA8625,WSSS,KORD,1677122912,1677155373,1677106800,2023-02-23 04:28:32,32461,23269,2818,20857,1524,5,1
00e0d5,SWA4818,OMDB,EKCH,1681966298,1681981005,1681945200,2023-04-20 06:51:38,14707,46423,1802,29862,4500,3,3
00e2d0,RYR617,LOWW,LSZH,1701162920,1701192753,1701126000,2023-11-28 10:15:20,29833,26192,8305,22402,5028,1,4
00e400,UAL9344,LFPG,EGKK,1684263488,1684314239,1684191600,2023-05-16 20:58:08,50751,27294,2949,1661,3695,5,1
00eba8,EZY6357,LEMD,ENGM,1673275790,1673282235,1673218800,2023-01-09 15:49:50,6445,44898,9193,9472,4363,3,2
00ecc8,RYR2560,LEMD,EKCH,1687321988,1687374171,1687302000,2023-06-21 06:33:08,52183,16108,7587,35386,9136,4,4
00ed51,SIA3915,ENGM,LSZH,1682312921,1682357430,1682290800,2023-04-24 07:08:41,44509,49861,1650,37423,251,4,4
00edd2,QFA2274,LHBP,OMDB,1701860672,1701899017,1701817200,2023-12-06 12:04:32,38345,11269,211,8729,4651,2,5
00ef72,AAL456,EKCH,EGLL,1692412703,1692453619,1692399600,2023-08-19 04:38:23,40916,49067,8952,9738,9220,2,4
00f15c,DAL735,ESSA,LPPT,1683020390,1683028818,1682982000,2023-05-02 11:39:50,8428,24007,9108,18663,6410,4,1
00f3e5,QFA8694,KLAX,EGLL,1689139628,1689144614,1689116400,2023-07-12 07:27:08,4986,37679,3324,24689,2932,2,1
00f47d,BAW4611,LIRF,ESSA,1689466046,1689472215,1689462000,2023-07-16 02:07:26,6169,38397,9627,17595,3781,2,2
00f57e,QTR9251,RJTT,ENGM,1698595397,1698607468,1698534000,2023-10-29 17:03:17,12071,40185,9854,26833,2712,4,2
00f659,UAE7774,WSSS,OMDB,1696731233,1696775407,1696719600,2023-10-08 04:13:53,44174,37565,6016,10284,579,3,2
00f7f8,AFR4181,LEMD,KATL,1683220217,1683240239,1683154800,2023-05-04 19:10:17,20022,12370,325,21953,1141,1,1
00f81f,SWA5708,LSZH,WSSS,1700202260,1700219287,1700175600,2023-11-17 07:24:20,17027,9473,9334,15136,7831,3,4
00fa70,AAL4994,KORD,LFPO,1691720015,1691727335,1691708400,2023-08-11 04:13:35,7320,17932,703,43570,7440,3,3
00fd88,UAE2327,EDDF,LIRF,1681700117,1681743620,1681686000,2023-04-17 04:55:17,43503,26272,6843,16992,7402,1,4
00febd,AFR9732,LIRF,LHBP,1687976717,1688015650,1687906800,2023-06-28 20:25:17,38933,2054,6026,33784,3708,5,4
00feeb,QFA7247,LHBP,LFPG,1676974046,1677019790,1676934000,2023-02-21 11:07:26,45744,2729,3155,37440,666,5,5
01030d,QFA969,OMDB,KATL,1687710557,1687759994,1687647600,2023-06-25 18:29:17,49437,48679,7287,6063,3768,2,3
01073b,UAL9173,LIRF,EGKK,1685425100,1685469625,1685401200,2023-05-30 07:38:20,44525,38885,9125,24830,9370,4,3
010766,QTR5266,EHAM,KJFK,1684463780,1684471841,1684450800,2023-05-19 04:36:20,8061,40668,3898,21623,1773,1,1
010dfd,DAL2422,LHBP,WSSS,1681545392,1681592022,1681513200,2023-04-15 09:56:32,46630,19892,6255,2200,203,5,5
01131d,ACA2075,ESSA,OTHH,1676428133,1676431841,1676415600,2023-02-15 03:28:53,3708,36450,7270,10758,1285,1,2
011355,SWA8090,LKPR,LEBL,1679559872,1679565696,1679526000,2023-03-23 09:24:32,5824,16800,2409,31703,4142,4,1
01177a,QFA2468,RJTT,KJFK,1672551848,1672587828,1672527600,2023-01-01 06:44:08,35980,14477,7408,34488,8559,3,4
0118b8,SWA3372,OTHH,KDFW,1702713383,1702754220,1702681200,2023-12-16 08:56:23,40837,3549,6375,7239,8107,5,1
011bd6,EZY6642,EDDF,EPWA,1691237252,1691258414,1691190000,2023-08-05 14:07:32,21162,27549,7454,33874,5687,4,3
011c55,ACA9793,ESSA,EDDF,1697072339,1697115116,1697065200,2023-10-12 02:58:59,42777,9363,1819,33813,8159,1,3
011dce,UAL5514,LEMD,EDDF,1680769511,1680796532,1680735600,2023-04-06 10:25:11,27021,21699,9842,10342,4463,1,5
012031,BAW4558,EFHK,EKCH,1688709179,1688722382,1688684400,2023-07-07 07:52:59,13203,45337,6858,25176,8839,4,1
01203f,AAL3996,LHBP,LEBL,1689304205,1689350887,1689289200,2023-07-14 05:10:05,46682,15876,6353,3187,5899,1,3
0121bd,DLH1433,EGLL,KJFK,1685970503,1686007101,1685919600,2023-06-05 15:08:23,36598,19916,2782,25479,7212,2,3
0123a7,UAE4667,LSZH,LIRF,1702563152,1702601945,1702508400,2023-12-14 15:12:32,38793,13811,4797,13844,7478,1,2
0123cb,UAL6527,EFHK,OMDB,1689898955,1689916469,1689894000,2023-07-21 02:22:35,17514,46102,20,14538,58,3,4
0126d8,QTR9804,LOWW,EKCH,1690526786,1690535884,1690498800,2023-07-28 08:46:26,9098,17639,6052,14245,6249,1,4
012b2f,UAE5752,LSZH,LFPG,1680287219,1680302283,1680217200,2023-03-31 20:26:59,15064,7473,3244,6038,5631,4,3
012b54,AFR3461,LEBL,WSSS,1689004673,1689056759,1688943600,2023-07-10 17:57:53,52086,26136,9156,45630,4589,5,3
012c64,SWA4440,LKPR,ESSA,1683816056,1683863022,1683759600,2023-05-11 16:40:56,46966,21603,448,3807,4156,4,3
012cca,QFA2928,EFHK,LEBL,1702536626,1702552390,1702508400,2023-12-14 07:50:26,15764,6400,3670,43055,2274,5,2
012d76,DAL6515,EGLL,LFPO,1703615033,1703634996,1703545200,2023-12-26 19:23:53,19963,17349,9415,37286,3435,5,3
012ecb,QTR6670,ESSA,OTHH,1674748928,1674799187,1674687600,2023-01-26 17:02:08,50259,3382,1674,22723,1675,2,2
013089,UAL3355,LEMD,ENGM,1693281959,1693331669,1693263600,2023-08-29 06:05:59,49710,32218,9593,36521,6697,3,3
0133ed,UAL3939,LHBP,KATL,1702295432,1702338860,1702249200,2023-12-11 12:50:32,43428,1598,8588,46986,4547,1,4
0134ab,SIA2758,KDFW,OMDB,1673655545,1673691499,1673650800,2023-01-14 01:19:05,35954,11228,2336,11405,3999,3,2
013825,RYR4040,KDFW,LSZH,1688782013,1688818160,1688770800,2023-07-08 04:06:53,36147,35739,1340,39676,7129,1,1
0138cb,RYR365,EGLL,KLAX,1701533558,1701569478,1701471600,2023-12-02 17:12:38,35920,39923,550,21552,1483,2,5
