icao24,callsign,dep_airport,arr_airport,firstseen,lastseen,day,event_ts,flight_duration_sec,dep_horiz_m,dep_vert_m,arr_horiz_m,arr_vert_m,dep_cand,arr_cand
005cbb,QTR7184,YSSY,EKCH,1678386891,1678397689,1678316400,2023-03-09 19:34:51,10798,32266,6672,38517,5454,1,5
005da0,AFR6850,LEMD,EPWA,1676857725,1676879359,1676847600,2023-02-20 02:48:45,21634,15511,8371,3625,3971,3,4
0060e6,DAL7614,LKPR,LFPG,1703571372,1703585518,1703545200,2023-12-26 07:16:12,14146,39428,580,897,2966,1,2
00617a,QTR2554,KATL,YSSY,1674555816,1674572630,1674514800,2023-01-24 11:23:36,16814,40027,4931,41192,7727,3,2
006358,AFR4527,LFPO,ESSA,1679048043,1679051335,1679007600,2023-03-17 11:14:03,3292,8272,7972,6363,9091,3,5
0065f0,DAL3116,LEBL,KJFK,1673345355,1673376194,1673305200,2023-01-10 11:09:15,30839,2440,5629,8318,8763,3,5
006620,QTR2513,EGLL,LOWW,1675817052,1675819263,1675810800,2023-02-08 01:44:12,2211,44754,8447,26673,187,1,5
006a01,AAL3939,LPPT,EFHK,1693718013,1693742289,1693695600,2023-09-03 07:13:33,24276,12447,8833,27424,8922,5,5
006ed2,QTR9642,KDFW,LOWW,1690036242,1690085924,1689980400,2023-07-22 16:30:42,49682,48544,525,36028,4547,3,5
006f03,UAE9237,VHHH,OMDB,1695043833,1695065668,1694991600,2023-09-18 15:30:33,21835,45900,5307,32050,6033,1,3
007113,DAL4367,EDDM,LFPO,1691751630,1691780247,1691708400,2023-08-11 13:00:30,28617,45903,1556,19623,1190,1,5
007287,BAW1627,KDEN,LSZH,1675709709,1675762147,1675638000,2023-02-06 19:55:09,52438,32007,8985,34246,5959,3,5
007476,AFR9556,EDDF,KATL,1702475682,1702498843,1702422000,2023-12-13 14:54:42,23161,15490,3455,20235,4372,2,1
007799,SWA3869,KATL,EDDM,1686327753,1686329696,1686265200,2023-06-09 18:22:33,1943,31901,9587,34080,4894,4,3
00780d,UAL8543,EHAM,VHHH,1682322351,1682349632,1682290800,2023-04-24 09:45:51,27281,15864,3527,20881,400,2,1
007866,ACA8351,LEBL,VHHH,1696029558,1696083059,1696028400,2023-09-30 01:19:18,53501,16857,4240,2583,3489,5,1
007a96,UAL588,KLAX,EHAM,1692240024,1692293557,1692226800,2023-08-17 04:40:24,53533,46205,8392,18957,3730,2,3
007aa8,QFA5415,ESSA,LPPT,1683096909,1683129434,1683068400,2023-05-03 08:55:09,32525,29464,6673,30471,8017,3,3
007b2e,SWA562,KDFW,EKCH,1701262542,1701292226,1701212400,2023-11-29 13:55:42,29684,3872,252,21632,455,5,3
007de5,DLH397,YSSY,KDEN,1685495322,1685506490,1685487600,2023-05-31 03:08:42,11168,7185,6888,5824,8404,3,4
00805f,UAL9251,LKPR,EGLL,1698448992,1698498096,1698447600,2023-10-28 01:23:12,49104,15517,943,23396,3787,2,5
0084d7,ACA917,LIRF,EGLL,1691106423,1691145223,1691103600,2023-08-04 01:47:03,38800,48794,5089,41502,3364,2,3
008571,SWA8360,LSZH,EDDF,1676658888,1676670626,1676588400,2023-02-17 19:34:48,11738,14918,5517,23958,2595,5,3
0085ed,UAL3162,EPWA,EHAM,1678445604,1678449561,1678402800,2023-03-10 11:53:24,3957,26382,9621,34485,6796,4,1
00877f,SWA2164,YSSY,WSSS,1703850873,1703892007,1703804400,2023-12-29 12:54:33,41134,2175,2059,12024,1801,2,3
008915,SIA4210,EDDF,VHHH,1681573140,1681615784,1681513200,2023-04-15 17:39:00,42644,13655,1117,33718,7032,3,5
008a69,BAW9626,OTHH,LOWW,1679307069,1679355390,1679266800,2023-03-20 11:11:09,48321,2941,2143,49353,3277,5,2
008cdb,RYR4249,YSSY,ESSA,1673159295,1673200675,1673132400,2023-01-08 07:28:15,41380,25898,7292,14400,7494,4,1
008dcd,QFA4777,KJFK,ESSA,1684226634,1684261771,1684191600,2023-05-16 10:43:54,35137,12090,9468,35657,5968,1,3
008de1,ACA2724,EHAM,LEMD,1690474509,1690511881,1690412400,2023-07-27 18:15:09,37372,20252,8840,49186,8831,3,5
008ef5,UAE6786,LFPG,KATL,1692609909,1692646032,1692572400,2023-08-21 11:25:09,36123,790,3658,39949,8246,2,1
008f94,RYR4842,LPPT,LEMD,1681274643,1681283834,1681254000,2023-04-12 06:44:03,9191,35193,7368,45089,3397,1,1
008fec,RYR676,KDFW,LEBL,1689300441,1689347117,1689289200,2023-07-14 04:07:21,46676,32627,2531,2519,4327,5,1
009024,DAL1053,VHHH,KDFW,1674187587,1674219703,1674169200,2023-01-20 05:06:27,32116,24401,9520,48327,2948,3,4
009049,UAL1038,LOWW,KORD,1673011281,1673064224,1672959600,2023-01-06 14:21:21,52943,26499,1774,42821,6166,1,2
0091e9,SIA9031,EDDF,EPWA,1679526687,1679530918,1679526000,2023-03-23 00:11:27,4231,16945,3599,40342,9875,1,2
009328,DLH4777,EPWA,KORD,1699627488,1699649577,1699570800,2023-11-10 15:44:48,22089,4935,2613,24019,4481,4,3
0094f4,SIA1333,KDEN,LKPR,1679741040,1679763716,1679698800,2023-03-25 11:44:00,22676,35341,2149,13272,303,2,3
0096d5,UAL1938,WSSS,YSSY,1691112243,1691125418,1691103600,2023-08-04 03:24:03,13175,21205,6264,23139,7128,2,5
0099ac,SIA8366,YSSY,WSSS,1677693867,1677732786,1677625200,2023-03-01 19:04:27,38919,43849,1882,5021,4300,4,5
009a09,DAL4831,LFPO,OTHH,1692172431,1692210239,1692140400,2023-08-16 09:53:51,37808,3299,2926,23605,2572,1,1
009bd0,AAL7788,RJTT,LIRF,1686905460,1686952843,1686870000,2023-06-16 10:51:00,47383,10958,7356,44410,2133,5,1
009cf9,BAW4309,KDEN,EHAM,1701313470,1701322097,1701298800,2023-11-30 04:04:30,8627,8004,7664,8304,1874,5,5
009df4,DLH7929,EGKK,LSZH,1692620199,1692657753,1692572400,2023-08-21 14:16:39,37554,27766,4244,30061,2984,4,4
009e3c,ACA3372,KDEN,KJFK,1683277590,1683284929,1683241200,2023-05-05 11:06:30,7339,18040,8578,4450,8816,1,3
009ebd,AFR883,LFPG,EDDM,1691726490,1691743883,1691708400,2023-08-11 06:01:30,17393,48784,450,18861,6032,1,1
009f76,QTR9604,KDFW,KJFK,1702948272,1702998283,1702940400,2023-12-19 02:11:12,50011,7190,5152,27079,7088,3,1
00a071,AAL3766,WSSS,LFPG,1693160277,1693189825,1693090800,2023-08-27 20:17:57,29548,25849,2769,7941,3008,4,4
00a092,SWA6223,EFHK,EGLL,1678093536,1678097634,1678057200,2023-03-06 10:05:36,4098,23762,1309,24548,9410,3,3
00a0ae,QFA3378,OTHH,ESSA,1674805299,1674849512,1674774000,2023-01-27 08:41:39,44213,26584,538,39402,8982,1,4
00a333,QFA2463,KLAX,EGKK,1688621217,1688641854,1688598000,2023-07-06 07:26:57,20637,42337,383,19477,9068,5,5
00a33f,DAL4189,KJFK,EGKK,1680085539,1680097408,1680044400,2023-03-29 12:25:39,11869,48621,2290,6324,856,5,3
00a5b7,ACA6365,ESSA,EGKK,1700749950,1700791543,1700694000,2023-11-23 15:32:30,41593,29548,9597,38553,6086,5,3
00a676,SIA1529,WSSS,LHBP,1678800477,1678804053,1678748400,2023-03-14 14:27:57,3576,34965,2555,22428,6006,1,2
00a89d,AAL7760,EFHK,KDFW,1695686835,1695692260,1695682800,2023-09-26 02:07:15,5425,30035,4413,13125,3434,2,3
00ad2c,QTR2082,EKCH,LSZH,1677227541,1677255000,1677193200,2023-02-24 09:32:21,27459,2270,1949,42443,5758,5,2
00adb6,UAE4313,OTHH,ENGM,1675251798,1675298613,1675206000,2023-02-01 12:43:18,46815,26578,4825,15467,4510,2,3
00b038,EZY7392,RJTT,EDDM,1698559284,1698570888,1698534000,2023-10-29 07:01:24,11604,12487,8833,35668,3020,3,3
00b0ed,ACA9819,LPPT,LHBP,1703686749,1703700506,1703631600,2023-12-27 15:19:09,13757,28703,3685,4931,6268,1,1
00b10d,EZY7186,LHBP,EHAM,1673796222,1673799577,1673737200,2023-01-15 16:23:42,3355,2746,5826,42769,783,2,3
00b1b6,SWA1612,LFPG,LEMD,1684928997,1684974084,1684882800,2023-05-24 13:49:57,45087,14763,203,27227,8904,3,3
00b2b8,AAL9649,LOWW,LHBP,1697000220,1697033815,1696978800,2023-10-11 06:57:00,33595,41065,4787,19125,9895,1,5
00b2be,BAW6017,LSZH,EGLL,1700962644,1700971193,1700953200,2023-11-26 02:37:24,8549,35530,527,36789,3499,3,5
00b32e,SIA1532,EDDM,LFPO,1677655077,1677666373,1677625200,2023-03-01 08:17:57,11296,8037,2430,41473,888,2,3
00b388,QFA1966,KDEN,KATL,1692143892,1692148623,1692140400,2023-08-16 01:58:12,4731,20103,3753,17665,3857,5,4
00b780,SWA3075,LFPO,KLAX,1686358728,1686371489,1686351600,2023-06-10 02:58:48,12761,28889,2938,316,6791,4,4
00b811,RYR1661,LEMD,EDDF,1672572324,1672601954,1672527600,2023-01-01 12:25:24,29630,39607,5644,35801,3107,3,2
00ba4e,DLH2396,KDEN,LPPT,1692201372,1692205365,1692140400,2023-08-16 17:56:12,3993,17379,8584,20708,2432,3,3
00be01,DLH9548,EDDM,KATL,1701772581,1701813233,1701730800,2023-12-05 11:36:21,40652,8249,6386,41,2759,1,4
00bf3b,DLH8403,ESSA,EKCH,1681785783,1681799082,1681772400,2023-04-18 04:43:03,13299,20483,150,45915,8192,4,3
00bf43,EZY1326,EGKK,LOWW,1673097777,1673120720,1673046000,2023-01-07 14:22:57,22943,17513,9187,32448,8085,1,3
00bf7c,AAL7876,KDFW,OTHH,1674774963,1674805067,1674774000,2023-01-27 00:16:03,30104,33997,1191,13218,2914,2,2
00bfd6,BAW6558,KATL,KORD,1676253288,1676265992,1676242800,2023-02-13 02:54:48,12704,9198,5144,47823,9003,4,1
00c363,QTR8042,OMDB,RJTT,1677635277,1677668264,1677625200,2023-03-01 02:47:57,32987,30933,8156,42479,4560,3,1
00c4cb,DLH3332,EDDM,KJFK,1680706281,1680744703,1680649200,2023-04-05 16:51:21,38422,24967,1934,36662,525,5,3
00c55e,RYR1544,EHAM,LSZH,1688360700,1688369272,1688338800,2023-07-03 07:05:00,8572,3027,7819,13424,6722,4,4
00c603,SIA5782,ENGM,EDDF,1683767439,1683770072,1683759600,2023-05-11 03:10:39,2633,18019,4519,39700,1076,2,1
00c705,ACA1843,LPPT,LOWW,1693181775,1693234283,1693177200,2023-08-28 02:16:15,52508,21915,4494,18934,5905,3,2
00c985,EZY3266,EDDM,EDDF,1700802423,1700823298,1700780400,2023-11-24 06:07:03,20875,29169,4467,18326,682,1,3
00cacd,RYR9511,EGLL,EGKK,1686440175,1686488896,1686438000,2023-06-11 01:36:15,48721,26287,1954,39487,2486,2,5
00cc9e,QFA8038,LKPR,EKCH,1697171715,1697193172,1697151600,2023-10-13 06:35:15,21457,18168,358,15608,1685,2,4
00cd1d,SWA1513,LKPR,KATL,1688800731,1688810030,1688770800,2023-07-08 09:18:51,9299,12812,5153,45829,3793,1,4
00cebf,BAW8415,LFPO,YSSY,1703394471,1703397059,1703372400,2023-12-24 06:07:51,2588,21957,8869,44827,5326,3,1
00d0e3,SWA130,VHHH,EPWA,1686454050,1686495784,1686438000,2023-06-11 05:27:30,41734,7054,9022,33365,4822,4,5
00d194,AFR8187,LSZH,EFHK,1697259807,1697310170,1697238000,2023-10-14 07:03:27,50363,31722,1702,7250,2859,4,5
00d4f1,AFR7765,ENGM,EDDM,1680016212,1680022915,1679958000,2023-03-28 17:10:12,6703,47488,4136,36445,8902,1,3
00d61e,QTR4369,KDFW,LKPR,1688322693,1688371808,1688252400,2023-07-02 20:31:33,49115,18133,2531,1342,4486,5,3
00d979,AAL3635,RJTT,LEMD,1696410948,1696429260,1696374000,2023-10-04 11:15:48,18312,46620,551,1968,3128,4,4
00dcdc,BAW8853,LHBP,OMDB,1672879248,1672904717,1672873200,2023-01-05 01:40:48,25469,39456,7390,26538,638,1,4
00df20,QTR5171,KLAX,LFPO,1703649378,1703680881,1703631600,2023-12-27 04:56:18,31503,11776,875,47292,8950,2,4
00e1c7,UAE2056,KATL,RJTT,1691545623,1691585456,1691535600,2023-08-09 03:47:03,39833,6240,5650,13553,2883,5,5
00e4c7,AFR5611,EDDM,LOWW,1684553490,1684559676,1684537200,2023-05-20 05:31:30,6186,13284,7259,35530,817,4,1
00e6c5,AFR2183,LEMD,EGKK,1697567496,1697593097,1697497200,2023-10-17 20:31:36,25601,44848,9793,44181,3464,5,1
00e921,RYR6024,LEMD,EGLL,1699019925,1699045190,1698966000,2023-11-03 14:58:45,25265,19175,7185,19824,2815,1,1
00eac6,RYR8434,LHBP,EDDM,1689173253,1689187230,1689116400,2023-07-12 16:47:33,13977,2204,8142,47553,8331,2,3
00ec8c,EZY6222,LFPG,KJFK,1686630705,1686677336,1686610800,2023-06-13 06:31:45,46631,7298,665,3463,4562,3,4
00edbd,DLH6505,KATL,YSSY,1696208373,1696254715,1696201200,2023-10-02 02:59:33,46342,7237,2382,30045,3128,3,3
00ee5d,QTR6924,LHBP,WSSS,1688960619,1688994625,1688943600,2023-07-10 05:43:39,34006,49009,5190,32605,4181,3,3
00ef36,QTR4518,EHAM,LHBP,1678640283,1678667840,1678575600,2023-03-12 17:58:03,27557,13769,1921,17582,9254,2,3
00f123,AFR1809,KJFK,KDEN,1681905948,1681930056,1681858800,2023-04-19 14:05:48,24108,22841,5397,23090,3401,1,2
00f23d,BAW3440,KLAX,KATL,1703521563,1703557040,1703458800,2023-12-25 17:26:03,35477,17060,3463,24639,5738,1,2
00f441,BAW5848,LFPO,EHAM,1684165530,1684180777,1684105200,2023-05-15 17:45:30,15247,45125,8804,9361,7170,1,4
00f5e2,UAL7948,LFPG,LKPR,1673480160,1673493883,1673478000,2023-01-12 00:36:00,13723,13290,6010,3584,7148,3,4
00f9b9,SWA812,LKPR,EPWA,1698415911,1698432925,1698361200,2023-10-27 16:11:51,17014,32322,2524,20413,8798,3,2
00fb4a,SWA4516,KLAX,EGLL,1687155411,1687165446,1687129200,2023-06-19 08:16:51,10035,27634,8732,30633,4149,1,4
00fc01,AFR4963,EHAM,VHHH,1675823340,1675875407,1675810800,2023-02-08 03:29:00,52067,2887,4950,28713,4792,4,2
00fe4b,AAL1432,EKCH,LIRF,1690415853,1690454423,1690412400,2023-07-27 01:57:33,38570,8549,9393,41884,5868,4,3
0103b4,EZY6534,OMDB,LHBP,1687321266,1687364508,1687302000,2023-06-21 06:21:06,43242,34753,3693,25667,3425,1,5
0104d2,ACA8821,LHBP,EFHK,1683899361,1683911967,1683846000,2023-05-12 15:49:21,12606,33570,5876,17301,5334,2,3
010536,UAE8789,EPWA,ESSA,1691674929,1691685051,1691622000,2023-08-10 15:42:09,10122,14481,9994,31777,3911,5,2
0106d5,DAL684,EHAM,KATL,1696840071,1696881342,1696806000,2023-10-09 10:27:51,41271,886,1178,29886,9052,5,3
010759,BAW5793,EKCH,EDDM,1699678830,1699721311,1699657200,2023-11-11 06:00:30,42481,46029,4196,38888,3299,1,5
01078b,EZY3330,ESSA,LSZH,1674932340,1674970357,1674860400,2023-01-28 19:59:00,38017,15616,3372,25264,5980,5,5
0107ef,ACA5247,KDFW,KATL,1678291434,1678320940,1678230000,2023-03-08 17:03:54,29506,46793,6941,44751,1712,4,2
010af1,QFA2025,EGLL,EHAM,1690421418,1690430528,1690412400,2023-07-27 03:30:18,9110,33913,1197,35742,3184,1,2
010de5,RYR8570,OTHH,KLAX,1683178464,1683194950,1683154800,2023-05-04 07:34:24,16486,11862,9345,38604,2165,1,5
010df9,SIA4879,EDDF,KLAX,1692177090,1692191546,1692140400,2023-08-16 11:11:30,14456,48576,6809,17327,7762,5,2
0111c1,AAL8661,KDEN,OMDB,1675652181,1675662412,1675638000,2023-02-06 03:56:21,10231,27025,7028,31580,859,1,2
0112d6,BAW848,ENGM,EPWA,1677054558,1677104991,1677020400,2023-02-22 09:29:18,50433,49536,9363,12354,6840,1,4
011628,SIA7587,KORD,KATL,1696496301,1696518572,1696460400,2023-10-05 10:58:21,22271,13154,8620,35406,7561,3,5
0116e8,SIA4026,EDDF,WSSS,1694912904,1694920491,1694905200,2023-09-17 03:08:24,7587,1705,243,8846,5151,3,4
011886,AAL1526,LFPO,EPWA,1701387600,1701417383,1701385200,2023-12-01 00:40:00,29783,41005,986,16844,3586,4,1
011d93,QTR947,KLAX,KDEN,1678697367,1678749159,1678662000,2023-03-13 09:49:27,51792,44630,7519,8326,1550,5,5
011eb9,EZY5662,LPPT,EPWA,1690097229,1690123332,1690066800,2023-07-23 09:27:09,26103,10239,3730,2322,2390,5,2
011eda,EZY3964,LKPR,LHBP,1695291891,1695337409,1695250800,2023-09-21 12:24:51,45518,6346,116,2718,4452,5,5
011fbb,DLH814,YSSY,KDFW,1683376119,1683412106,1683327600,2023-05-06 14:28:39,35987,24681,9440,26928,7515,2,1
01223b,UAL6274,OMDB,EGLL,1674999969,1675053313,1674946800,2023-01-29 14:46:09,53344,41352,9100,40015,9972,5,2
012253,UAE2996,LHBP,LFPG,1684118421,1684157050,1684105200,2023-05-15 04:40:21,38629,15021,3767,42207,9581,2,3
0123f1,UAL6517,LEMD,KATL,1682046774,1682058778,1682031600,2023-04-21 05:12:54,12004,34515,1566,28476,6735,5,3
01246f,UAE7757,LOWW,EDDM,1686237354,1686274451,1686178800,2023-06-08 17:15:54,37097,41712,25,49075,4232,2,4
012972,UAL9356,LPPT,KATL,1692973899,1693014269,1692918000,2023-08-25 16:31:39,40370,43015,783,48185,5412,1,4
012fca,AFR6415,EHAM,LHBP,1692643821,1692671724,1692572400,2023-08-21 20:50:21,27903,19272,2065,14795,1677,3,1
013080,UAE4811,OTHH,ESSA,1687699269,1687725152,1687647600,2023-06-25 15:21:09,25883,7683,8561,12854,8737,1,4
01330a,DAL5190,ESSA,EGKK,1695659331,1695672634,1695596400,2023-09-25 18:28:51,13303,11844,9371,45495,1246,1,5
01336a,SIA3379,KATL,KLAX,1694443083,1694456483,1694386800,2023-09-11 16:38:03,13400,36798,1320,8591,9563,3,4
013544,EZY8966,KDEN,EGLL,1682527539,1682561051,1682463600,2023-04-26 18:45:39,33512,11691,4007,23724,1680,2,5
01371f,EZY8610,EDDM,EHAM,1679136972,1679175984,1679094000,2023-03-18 11:56:12,39012,3636,4185,41281,2669,1,4
01394a,DLH9054,EDDF,LKPR,1687242216,1687270962,1687215600,2023-06-20 08:23:36,28746,7114,3511,24040,699,1,5
013a42,DAL8614,LHBP,EGLL,1702297542,1702334070,1702249200,2023-12-11 13:25:42,36528,44563,2296,37618,4779,1,3
01411a,AFR404,EDDF,WSSS,1694715309,1694734196,1694646000,2023-09-14 20:15:09,18887,9481,2145,47905,8661,2,1
014294,QFA8517,KATL,LHBP,1703213238,1703260658,1703199600,2023-12-22 03:47:18,47420,47938,6586,24915,3028,4,1
0144a5,QTR2322,KJFK,LFPO,1697446671,1697496822,1697410800,2023-10-16 10:57:51,50151,37496,3861,1560,57,2,5
